Model,TBS1102C
-9.600e-02,-0.88
-9.584e-02,-0.96
-9.568e-02,-0.96
-9.552e-02,-0.96
-9.536e-02,-1
-9.520e-02,-1
-9.504e-02,-1.04
-9.488e-02,-1.04
-9.472e-02,-1.04
-9.456e-02,-1.08
-9.440e-02,-1.08
-9.424e-02,-1.08
-9.408e-02,-1.12
-9.392e-02,-1.16
-9.376e-02,-1.12
-9.360e-02,-1.12
-9.344e-02,-1.16
-9.328e-02,-1.2
-9.312e-02,-1.16
-9.296e-02,-1.2
-9.280e-02,-1.2
-9.264e-02,-1.24
-9.248e-02,-1.24
-9.232e-02,-1.24
-9.216e-02,-1.24
-9.200e-02,-1.32
-9.184e-02,-1.28
-9.168e-02,-1.28
-9.152e-02,-1.32
-9.136e-02,-1.32
-9.120e-02,-1.32
-9.104e-02,-1.32
-9.088e-02,-1.32
-9.072e-02,-1.36
-9.056e-02,-1.36
-9.040e-02,-1.36
-9.024e-02,-1.4
-9.008e-02,-1.4
-8.992e-02,-1.4
-8.976e-02,-1.44
-8.960e-02,-1.44
-8.944e-02,-1.44
-8.928e-02,-1.44
-8.912e-02,-1.44
-8.896e-02,-1.44
-8.880e-02,-1.48
-8.864e-02,-1.48
-8.848e-02,-1.48
-8.832e-02,-1.48
-8.816e-02,-1.52
-8.800e-02,-1.52
-8.784e-02,-1.52
-8.768e-02,-1.56
-8.752e-02,-1.52
-8.736e-02,-1.52
-8.720e-02,-1.56
-8.704e-02,-1.56
-8.688e-02,-1.56
-8.672e-02,-1.56
-8.656e-02,-1.56
-8.640e-02,-1.56
-8.624e-02,-1.6
-8.608e-02,-1.6
-8.592e-02,-1.6
-8.576e-02,-1.6
-8.560e-02,-1.6
-8.544e-02,-1.6
-8.528e-02,-1.6
-8.512e-02,-1.6
-8.496e-02,-1.64
-8.480e-02,-1.64
-8.464e-02,-1.64
-8.448e-02,-1.68
-8.432e-02,-1.64
-8.416e-02,-1.68
-8.400e-02,-1.64
-8.384e-02,-1.64
-8.368e-02,-1.68
-8.352e-02,-1.68
-8.336e-02,-1.68
-8.320e-02,-1.68
-8.304e-02,-1.68
-8.288e-02,-1.72
-8.272e-02,-1.68
-8.256e-02,-1.68
-8.240e-02,-1.72
-8.224e-02,-1.72
-8.208e-02,-1.72
-8.192e-02,-1.72
-8.176e-02,-1.72
-8.160e-02,-1.72
-8.144e-02,-1.72
-8.128e-02,-1.72
-8.112e-02,-1.72
-8.096e-02,-1.76
-8.080e-02,-1.72
-8.064e-02,-1.76
-8.048e-02,-1.76
-8.032e-02,-1.76
-8.016e-02,-1.76
-8.000e-02,-1.76
-7.984e-02,-1.76
-7.968e-02,-1.76
-7.952e-02,-1.76
-7.936e-02,-1.76
-7.920e-02,-1.8
-7.904e-02,-1.8
-7.888e-02,-1.8
-7.872e-02,-1.8
-7.856e-02,-1.8
-7.840e-02,-1.8
-7.824e-02,-1.8
-7.808e-02,-1.8
-7.792e-02,-1.8
-7.776e-02,-1.84
-7.760e-02,-1.84
-7.744e-02,-1.84
-7.728e-02,-1.8
-7.712e-02,-1.8
-7.696e-02,-1.84
-7.680e-02,-1.84
-7.664e-02,-1.8
-7.648e-02,-1.84
-7.632e-02,-1.84
-7.616e-02,-1.84
-7.600e-02,-1.84
-7.584e-02,-1.84
-7.568e-02,-1.84
-7.552e-02,-1.84
-7.536e-02,-1.84
-7.520e-02,-1.84
-7.504e-02,-1.84
-7.488e-02,-1.88
-7.472e-02,-1.84
-7.456e-02,-1.84
-7.440e-02,-1.88
-7.424e-02,-1.88
-7.408e-02,-1.84
-7.392e-02,-1.88
-7.376e-02,-1.84
-7.360e-02,-1.84
-7.344e-02,-1.88
-7.328e-02,-1.84
-7.312e-02,-1.84
-7.296e-02,-1.84
-7.280e-02,-1.88
-7.264e-02,-1.88
-7.248e-02,-1.88
-7.232e-02,-1.88
-7.216e-02,-1.88
-7.200e-02,-1.84
-7.184e-02,-1.88
-7.168e-02,-1.88
-7.152e-02,-1.92
-7.136e-02,-1.88
-7.120e-02,-1.88
-7.104e-02,-1.92
-7.088e-02,-1.88
-7.072e-02,-1.88
-7.056e-02,-1.88
-7.040e-02,-1.88
-7.024e-02,-1.92
-7.008e-02,-1.92
-6.992e-02,-1.92
-6.976e-02,-1.92
-6.960e-02,-1.88
-6.944e-02,-1.92
-6.928e-02,-1.92
-6.912e-02,-1.92
-6.896e-02,-1.92
-6.880e-02,-1.92
-6.864e-02,-1.92
-6.848e-02,-1.92
-6.832e-02,-1.92
-6.816e-02,-1.92
-6.800e-02,-1.92
-6.784e-02,-1.92
-6.768e-02,-1.92
-6.752e-02,-1.92
-6.736e-02,-1.92
-6.720e-02,-1.92
-6.704e-02,-1.92
-6.688e-02,-1.92
-6.672e-02,-1.92
-6.656e-02,-1.92
-6.640e-02,-1.92
-6.624e-02,-1.92
-6.608e-02,-1.92
-6.592e-02,-1.92
-6.576e-02,-1.92
-6.560e-02,-1.92
-6.544e-02,-1.92
-6.528e-02,-1.92
-6.512e-02,-1.92
-6.496e-02,-1.96
-6.480e-02,-1.92
-6.464e-02,-1.96
-6.448e-02,-1.92
-6.432e-02,-1.96
-6.416e-02,-1.92
-6.400e-02,-1.92
-6.384e-02,-1.96
-6.368e-02,-1.92
-6.352e-02,-1.92
-6.336e-02,-1.96
-6.320e-02,-1.92
-6.304e-02,-1.92
-6.288e-02,-1.92
-6.272e-02,-1.96
-6.256e-02,-1.96
-6.240e-02,-1.92
-6.224e-02,-1.96
-6.208e-02,-1.92
-6.192e-02,-1.92
-6.176e-02,-1.96
-6.160e-02,-1.96
-6.144e-02,-1.96
-6.128e-02,-1.96
-6.112e-02,-1.92
-6.096e-02,-1.96
-6.080e-02,-1.96
-6.064e-02,-1.92
-6.048e-02,-1.92
-6.032e-02,-1.92
-6.016e-02,-1.96
-6.000e-02,-1.96
-5.984e-02,-1.96
-5.968e-02,-1.96
-5.952e-02,-1.96
-5.936e-02,-1.96
-5.920e-02,-1.96
-5.904e-02,-1.96
-5.888e-02,-1.96
-5.872e-02,-2
-5.856e-02,-1.96
-5.840e-02,-1.96
-5.824e-02,-1.96
-5.808e-02,-1.96
-5.792e-02,-1.96
-5.776e-02,-1.96
-5.760e-02,-1.96
-5.744e-02,-1.96
-5.728e-02,-1.92
-5.712e-02,-1.96
-5.696e-02,-1.96
-5.680e-02,-1.96
-5.664e-02,-1.96
-5.648e-02,-1.96
-5.632e-02,-1.96
-5.616e-02,-1.96
-5.600e-02,-1.96
-5.584e-02,-1.96
-5.568e-02,-1.96
-5.552e-02,-1.96
-5.536e-02,-1.96
-5.520e-02,-1.96
-5.504e-02,-1.96
-5.488e-02,-2
-5.472e-02,-1.96
-5.456e-02,-1.96
-5.440e-02,-1.96
-5.424e-02,-1.96
-5.408e-02,-1.96
-5.392e-02,-1.96
-5.376e-02,-1.96
-5.360e-02,-1.96
-5.344e-02,-1.96
-5.328e-02,-1.96
-5.312e-02,-1.96
-5.296e-02,-1.96
-5.280e-02,-1.96
-5.264e-02,-1.96
-5.248e-02,-1.96
-5.232e-02,-1.96
-5.216e-02,-1.96
-5.200e-02,-1.96
-5.184e-02,-1.96
-5.168e-02,-1.96
-5.152e-02,-1.96
-5.136e-02,-2
-5.120e-02,-1.96
-5.104e-02,-1.96
-5.088e-02,-1.96
-5.072e-02,-1.96
-5.056e-02,-2
-5.040e-02,-1.96
-5.024e-02,-1.96
-5.008e-02,-1.96
-4.992e-02,-1.96
-4.976e-02,-1.96
-4.960e-02,-2
-4.944e-02,-1.96
-4.928e-02,-2
-4.912e-02,-2
-4.896e-02,-2
-4.880e-02,-1.96
-4.864e-02,-2
-4.848e-02,-2
-4.832e-02,-1.96
-4.816e-02,-1.96
-4.800e-02,-2
-4.784e-02,-1.96
-4.768e-02,-1.96
-4.752e-02,-2
-4.736e-02,-1.96
-4.720e-02,-1.96
-4.704e-02,-1.96
-4.688e-02,-2
-4.672e-02,-2
-4.656e-02,-1.96
-4.640e-02,-1.96
-4.624e-02,-1.96
-4.608e-02,-2
-4.592e-02,-2
-4.576e-02,-1.96
-4.560e-02,-2
-4.544e-02,-2
-4.528e-02,-1.96
-4.512e-02,-2
-4.496e-02,-1.96
-4.480e-02,-1.96
-4.464e-02,-1.96
-4.448e-02,-2
-4.432e-02,-1.96
-4.416e-02,-1.96
-4.400e-02,-1.96
-4.384e-02,-1.96
-4.368e-02,-1.96
-4.352e-02,-1.96
-4.336e-02,-1.96
-4.320e-02,-1.96
-4.304e-02,-1.96
-4.288e-02,-2
-4.272e-02,-1.96
-4.256e-02,-1.96
-4.240e-02,-1.96
-4.224e-02,-1.96
-4.208e-02,-1.96
-4.192e-02,-1.96
-4.176e-02,-1.96
-4.160e-02,-2
-4.144e-02,-1.96
-4.128e-02,-1.96
-4.112e-02,-2
-4.096e-02,-2
-4.080e-02,-1.96
-4.064e-02,-1.96
-4.048e-02,-1.96
-4.032e-02,-1.96
-4.016e-02,-1.96
-4.000e-02,-1.96
-3.984e-02,-2
-3.968e-02,-1.96
-3.952e-02,-1.96
-3.936e-02,-1.96
-3.920e-02,-2
-3.904e-02,-1.96
-3.888e-02,-1.96
-3.872e-02,-2
-3.856e-02,-2
-3.840e-02,-1.96
-3.824e-02,-2
-3.808e-02,-1.96
-3.792e-02,-2
-3.776e-02,-2
-3.760e-02,-2
-3.744e-02,-1.96
-3.728e-02,-2
-3.712e-02,-1.96
-3.696e-02,-2
-3.680e-02,-1.96
-3.664e-02,-1.96
-3.648e-02,-1.96
-3.632e-02,-1.96
-3.616e-02,-2
-3.600e-02,-2
-3.584e-02,-1.96
-3.568e-02,-2
-3.552e-02,-1.96
-3.536e-02,-2
-3.520e-02,-1.96
-3.504e-02,-1.96
-3.488e-02,-1.96
-3.472e-02,-1.96
-3.456e-02,-2
-3.440e-02,-2
-3.424e-02,-1.96
-3.408e-02,-2
-3.392e-02,-2
-3.376e-02,-2
-3.360e-02,-2
-3.344e-02,-1.96
-3.328e-02,-2
-3.312e-02,-2
-3.296e-02,-2
-3.280e-02,-1.96
-3.264e-02,-2
-3.248e-02,-1.96
-3.232e-02,-1.96
-3.216e-02,-1.96
-3.200e-02,-1.96
-3.184e-02,-2
-3.168e-02,-2
-3.152e-02,-1.96
-3.136e-02,-1.96
-3.120e-02,-1.96
-3.104e-02,-2
-3.088e-02,-1.96
-3.072e-02,-1.96
-3.056e-02,-2
-3.040e-02,-1.96
-3.024e-02,-2
-3.008e-02,-1.96
-2.992e-02,-2
-2.976e-02,-1.96
-2.960e-02,-2
-2.944e-02,-2.04
-2.928e-02,-2
-2.912e-02,-1.96
-2.896e-02,-1.96
-2.880e-02,-2
-2.864e-02,-1.96
-2.848e-02,-2
-2.832e-02,-2
-2.816e-02,-2
-2.800e-02,-1.96
-2.784e-02,-2
-2.768e-02,-1.96
-2.752e-02,-2
-2.736e-02,-2
-2.720e-02,-2
-2.704e-02,-2
-2.688e-02,-1.96
-2.672e-02,-1.96
-2.656e-02,-2
-2.640e-02,-1.96
-2.624e-02,-1.96
-2.608e-02,-1.96
-2.592e-02,-1.96
-2.576e-02,-2
-2.560e-02,-1.96
-2.544e-02,-1.96
-2.528e-02,-1.96
-2.512e-02,-1.96
-2.496e-02,-1.96
-2.480e-02,-2
-2.464e-02,-1.96
-2.448e-02,-1.96
-2.432e-02,-1.96
-2.416e-02,-1.96
-2.400e-02,-2
-2.384e-02,-2
-2.368e-02,-2
-2.352e-02,-2
-2.336e-02,-1.96
-2.320e-02,-2
-2.304e-02,-2
-2.288e-02,-2
-2.272e-02,-1.96
-2.256e-02,-1.96
-2.240e-02,-2
-2.224e-02,-2
-2.208e-02,-2
-2.192e-02,-1.96
-2.176e-02,-2
-2.160e-02,-2
-2.144e-02,-2
-2.128e-02,-2
-2.112e-02,-2
-2.096e-02,-1.96
-2.080e-02,-1.96
-2.064e-02,-2
-2.048e-02,-2
-2.032e-02,-1.96
-2.016e-02,-2
-2.000e-02,-1.96
-1.984e-02,-2
-1.968e-02,-1.96
-1.952e-02,-1.96
-1.936e-02,-1.96
-1.920e-02,-1.96
-1.904e-02,-2
-1.888e-02,-2
-1.872e-02,-2
-1.856e-02,-2
-1.840e-02,-2
-1.824e-02,-2
-1.808e-02,-1.96
-1.792e-02,-2
-1.776e-02,-2
-1.760e-02,-2
-1.744e-02,-2
-1.728e-02,-2
-1.712e-02,-1.96
-1.696e-02,-2
-1.680e-02,-2
-1.664e-02,-1.96
-1.648e-02,-2
-1.632e-02,-2
-1.616e-02,-2
-1.600e-02,-2
-1.584e-02,-1.96
-1.568e-02,-1.96
-1.552e-02,-1.96
-1.536e-02,-1.96
-1.520e-02,-1.96
-1.504e-02,-1.96
-1.488e-02,-1.96
-1.472e-02,-1.96
-1.456e-02,-2
-1.440e-02,-2
-1.424e-02,-2
-1.408e-02,-2
-1.392e-02,-2
-1.376e-02,-1.96
-1.360e-02,-2
-1.344e-02,-1.96
-1.328e-02,-1.96
-1.312e-02,-2
-1.296e-02,-2
-1.280e-02,-2
-1.264e-02,-2
-1.248e-02,-1.96
-1.232e-02,-2
-1.216e-02,-1.96
-1.200e-02,-1.96
-1.184e-02,-1.96
-1.168e-02,-1.96
-1.152e-02,-2
-1.136e-02,-2
-1.120e-02,-1.96
-1.104e-02,-1.96
-1.088e-02,-2
-1.072e-02,-1.96
-1.056e-02,-1.96
-1.040e-02,-1.96
-1.024e-02,-2
-1.008e-02,-1.96
-9.920e-03,-1.96
-9.760e-03,-2
-9.600e-03,-2
-9.440e-03,-2
-9.280e-03,-1.96
-9.120e-03,-2
-8.960e-03,-2
-8.800e-03,-2
-8.640e-03,-2
-8.480e-03,-2
-8.320e-03,-2
-8.160e-03,-1.96
-8.000e-03,-2.04
-7.840e-03,-1.88
-7.680e-03,-1.88
-7.520e-03,-1.76
-7.360e-03,-1.72
-7.200e-03,-1.68
-7.040e-03,-1.64
-6.880e-03,-1.56
-6.720e-03,-1.52
-6.560e-03,-1.44
-6.400e-03,-1.4
-6.240e-03,-1.32
-6.080e-03,-1.28
-5.920e-03,-1.24
-5.760e-03,-1.2
-5.600e-03,-1.12
-5.440e-03,-1.12
-5.280e-03,-1.04
-5.120e-03,-1
-4.960e-03,-0.96
-4.800e-03,-0.92
-4.640e-03,-0.88
-4.480e-03,-0.84
-4.320e-03,-0.76
-4.160e-03,-0.72
-4.000e-03,-0.72
-3.840e-03,-0.64
-3.680e-03,-0.6
-3.520e-03,-0.56
-3.360e-03,-0.56
-3.200e-03,-0.52
-3.040e-03,-0.48
-2.880e-03,-0.44
-2.720e-03,-0.4
-2.560e-03,-0.36
-2.400e-03,-0.32
-2.240e-03,-0.28
-2.080e-03,-0.24
-1.920e-03,-0.24
-1.760e-03,-0.2
-1.600e-03,-0.16
-1.440e-03,-0.08
-1.280e-03,-0.08
-1.120e-03,-0.08
-9.600e-04,-0.04
-8.000e-04,-4.76837e-08
-6.400e-04,-4.76837e-08
-4.800e-04,0.04
-3.200e-04,0.08
-1.600e-04,0.12
-3.793e-15,0.12
1.600e-04,0.16
3.200e-04,0.2
4.800e-04,0.2
6.400e-04,0.24
8.000e-04,0.24
9.600e-04,0.28
1.120e-03,0.32
1.280e-03,0.36
1.440e-03,0.36
1.600e-03,0.36
1.760e-03,0.4
1.920e-03,0.44
2.080e-03,0.44
2.240e-03,0.52
2.400e-03,0.48
2.560e-03,0.56
2.720e-03,0.56
2.880e-03,0.56
3.040e-03,0.6
3.200e-03,0.64
3.360e-03,0.64
3.520e-03,0.64
3.680e-03,0.64
3.840e-03,0.68
4.000e-03,0.72
4.160e-03,0.76
4.320e-03,0.72
4.480e-03,0.76
4.640e-03,0.8
4.800e-03,0.8
4.960e-03,0.84
5.120e-03,0.88
5.280e-03,0.84
5.440e-03,0.88
5.600e-03,0.88
5.760e-03,0.88
5.920e-03,0.92
6.080e-03,0.96
6.240e-03,0.96
6.400e-03,0.96
6.560e-03,1
6.720e-03,1
6.880e-03,1
7.040e-03,1
7.200e-03,1.04
7.360e-03,1.04
7.520e-03,1.04
7.680e-03,1.08
7.840e-03,1.08
8.000e-03,1.08
8.160e-03,1.08
8.320e-03,1.12
8.480e-03,1.12
8.640e-03,1.12
8.800e-03,1.16
8.960e-03,1.16
9.120e-03,1.16
9.280e-03,1.2
9.440e-03,1.24
9.600e-03,1.2
9.760e-03,1.2
9.920e-03,1.24
1.008e-02,1.28
1.024e-02,1.24
1.040e-02,1.24
1.056e-02,1.28
1.072e-02,1.28
1.088e-02,1.28
1.104e-02,1.28
1.120e-02,1.32
1.136e-02,1.32
1.152e-02,1.32
1.168e-02,1.36
1.184e-02,1.36
1.200e-02,1.36
1.216e-02,1.36
1.232e-02,1.4
1.248e-02,1.36
1.264e-02,1.4
1.280e-02,1.4
1.296e-02,1.4
1.312e-02,1.4
1.328e-02,1.44
1.344e-02,1.44
1.360e-02,1.44
1.376e-02,1.48
1.392e-02,1.48
1.408e-02,1.48
1.424e-02,1.48
1.440e-02,1.48
1.456e-02,1.48
1.472e-02,1.48
1.488e-02,1.52
1.504e-02,1.52
1.520e-02,1.52
1.536e-02,1.52
1.552e-02,1.52
1.568e-02,1.52
1.584e-02,1.52
1.600e-02,1.52
1.616e-02,1.52
1.632e-02,1.56
1.648e-02,1.56
1.664e-02,1.6
1.680e-02,1.56
1.696e-02,1.56
1.712e-02,1.56
1.728e-02,1.6
1.744e-02,1.6
1.760e-02,1.6
1.776e-02,1.6
1.792e-02,1.6
1.808e-02,1.64
1.824e-02,1.6
1.840e-02,1.6
1.856e-02,1.6
1.872e-02,1.64
1.888e-02,1.64
1.904e-02,1.64
1.920e-02,1.64
1.936e-02,1.64
1.952e-02,1.64
1.968e-02,1.68
1.984e-02,1.68
2.000e-02,1.64
2.016e-02,1.64
2.032e-02,1.68
2.048e-02,1.68
2.064e-02,1.68
